source_file,Run_nr,Alpha,Beta,CL,CD,Cyaw,Cm_p_qc,Ct,Cn,Cside,Cm_roll,Cm_pitch,Cm_yaw,V,Re,M,V_nominal,prop_speed_hz,test_block,advance_ratio_J,advance_ratio_nominal_J,delta_e_deg,Ct_free_est,baseline_mode,TCw,C_T_prop
corr_elevator-10rudder0.txt,21,-2.0,0,-0.0846,0.05329,0.00158,0.30058,0.050307,-0.0864,0.001578,-0.0014,0.31904,0.00189,40.21,347900,0.118,40,78.7,ZERO,2.514407347747351,2.501275650581797,-10,0.004415,same_delta_e_same_V,-0.045891999999999995,-0.7630097282669991
corr_elevator-10rudder0.txt,27,-2.0,0,-0.0777,0.076031,-0.00152,0.30191,0.073271,-0.0804,-0.001521,-0.00185,0.31891,0.00167,20.1,174500,0.059,20,27.6,BRK,3.5839609722697707,3.566130320666439,-10,0.019315,same_delta_e_same_V,-0.053956000000000004,-1.8225863169660066
corr_elevator-10rudder0.txt,28,-0.004,0,0.1239,0.074077,0.00448,0.28945,0.074086,0.1239,0.004481,-0.00197,0.25551,0.001,20.1,174500,0.059,20,27.6,BRK,3.5839609722697707,3.566130320666439,-10,0.021626368,same_delta_e_same_V,-0.052459632,-1.7720403194505163
corr_elevator-10rudder0.txt,29,4.0,0,0.5317,0.083115,-0.00013,0.27659,0.045825,0.5362,-0.000134,-0.00282,0.13971,0.00041,20.09,174500,0.059,20,27.6,BRK,3.5821779071094375,3.566130320666439,-10,-0.005755,same_delta_e_same_V,-0.05158,-1.7405938950688578
corr_elevator-10rudder0.txt,30,8.0,0,0.8661,0.106459,0.00219,0.21625,-0.015115,0.8725,0.002191,-0.00339,-0.00409,-0.00089,20.07,174400,0.059,20,27.6,BRK,3.578611776788771,3.566130320666439,-10,-0.07017458041958043,same_delta_e_same_V,-0.05505958041958042,-1.8543166042508368
corr_elevator-10rudder0.txt,31,12.0,0,1.0862,0.161423,0.00429,0.09839,-0.067943,1.096,0.004291,-0.00153,-0.17663,-0.00131,20.12,174800,0.059,20,27.6,BRK,3.587527102590437,3.566130320666439,-10,-0.130139,same_delta_e_same_V,-0.062196,-2.1051093117262374
corr_elevator-10rudder0.txt,32,8.001,0,0.8889,0.081973,0.00117,0.18854,-0.042555,0.8916,0.001167,-0.00336,-0.03634,-0.0015,40.18,348500,0.118,40,78.7,REPLICATE,2.5125313910094147,2.501275650581797,-10,-0.08924093156843156,same_delta_e_same_V,-0.04668593156843156,-0.7750519941447861
corr_elevatorp10rudder0.txt,33,-2.0,0,0.0862,0.066609,0.00336,-0.16816,0.069578,0.0838,0.00336,-0.00051,-0.18737,0.00146,40.17,348700,0.118,40,39.4,BRK,5.017436748071466,4.996202885806787,10,0.005123,same_delta_e_same_V,-0.064455,-4.267192561930525
corr_elevatorp10rudder0.txt,34,-0.004,0,0.2915,0.069279,0.00425,-0.17533,0.069299,0.2915,0.004248,-0.00098,-0.24638,0.00087,40.18,348500,0.118,40,39.4,BRK,5.018685798792918,4.996202885806787,10,0.004654,same_delta_e_same_V,-0.064645,-4.2819024573205695
corr_elevatorp10rudder0.txt,35,4.0,0,0.6879,0.084606,0.00654,-0.18255,0.036416,0.6921,0.006545,-0.0019,-0.35367,-0.0001,40.19,348400,0.118,40,39.4,BRK,5.019934849514369,4.996202885806787,10,-0.028538,same_delta_e_same_V,-0.064954,-4.304511560132854
corr_elevatorp10rudder0.txt,36,8.0,0,1.0171,0.115714,-0.00088,-0.22443,-0.026972,1.0233,-0.000876,-0.00344,-0.47793,-0.00105,40.2,348400,0.118,40,39.4,BRK,5.021183900235822,4.996202885806787,10,-0.095287,same_delta_e_same_V,-0.068315,-4.529498748228423
corr_elevatorp10rudder0.txt,37,12.0,0,1.2012,0.175365,0.00084,-0.36738,-0.078202,1.2114,0.000838,-0.00315,-0.66639,-0.00196,40.21,348500,0.118,40,39.4,BRK,5.022432950957273,4.996202885806787,10,-0.15327,same_delta_e_same_V,-0.075068,-4.9797203755610475
corr_elevatorp10rudder0.txt,38,-1.996,0,0.0835,0.063954,0.00333,-0.16441,0.066825,0.0813,0.003329,-0.0006,-0.18302,0.00143,40.21,348300,0.118,40,55.1,BRK,3.591358589250754,3.572602426511568,10,0.005123,same_delta_e_same_V,-0.06170199999999999,-2.0928523915002093
corr_elevatorp10rudder0.txt,39,-0.004,0,0.2889,0.066402,0.00391,-0.17185,0.066422,0.2889,0.003908,-0.00119,-0.24229,0.00093,40.19,347900,0.118,40,55.1,BRK,3.589572288037498,3.572602426511568,10,0.004654,same_delta_e_same_V,-0.061767999999999997,-2.0930073955906936
corr_elevatorp10rudder0.txt,40,4.0,0,0.6881,0.081882,0.00593,-0.18203,0.033686,0.6921,0.005934,-0.00205,-0.35316,5e-05,40.26,348500,0.118,40,55.1,BRK,3.595824342283893,3.572602426511568,10,-0.028538,same_delta_e_same_V,-0.062224,-2.115810061252072
corr_elevatorp10rudder0.txt,41,8.0,0,1.0205,0.113053,-0.00189,-0.22633,-0.03007,1.0263,-0.00189,-0.00361,-0.48054,-0.00078,40.23,348200,0.118,40,55.1,BRK,3.5931448904640093,3.572602426511568,10,-0.095287,same_delta_e_same_V,-0.065217,-2.2142777367018307
corr_elevatorp10rudder0.txt,42,12.0,0,1.2101,0.17064,0.00055,-0.38095,-0.084686,1.2192,0.000554,-0.00316,-0.68177,-0.00171,40.17,347800,0.118,40,55.1,BRK,3.5877859868242425,3.572602426511568,10,-0.15327,same_delta_e_same_V,-0.06858399999999999,-2.3216550086144205
corr_elevatorp10rudder0.txt,43,-1.996,0,0.0796,0.048929,0.00306,-0.17028,0.051672,0.0778,0.003061,-0.0014,-0.18796,0.00145,40.24,348300,0.118,40,78.7,ZERO,2.5162833044852877,2.501275650581797,10,0.005123,same_delta_e_same_V,-0.046549,-0.7750884115517275
corr_elevatorp10rudder0.txt,44,-0.004,0,0.288,0.051717,0.00368,-0.18049,0.051737,0.288,0.003676,-0.0018,-0.2506,0.00094,40.23,348000,0.118,40,78.7,ZERO,2.5156579855726418,2.501275650581797,10,0.004654,same_delta_e_same_V,-0.047083,-0.7835904534676302
corr_elevatorp10rudder0.txt,45,4.0,0,0.692,0.067328,0.00661,-0.19363,0.018894,0.695,0.006608,-0.00254,-0.36536,-0.00017,40.21,347800,0.118,40,78.7,ZERO,2.514407347747351,2.501275650581797,10,-0.028538,same_delta_e_same_V,-0.047432,-0.7886140815645494
corr_elevatorp10rudder0.txt,46,8.0,0,1.0313,0.095968,0.00193,-0.24423,-0.04849,1.0346,0.001934,-0.00357,-0.50034,-0.00177,40.15,347300,0.118,40,78.7,ZERO,2.510655434271478,2.501275650581797,10,-0.095287,same_delta_e_same_V,-0.046797,-0.7757361958316124
corr_elevatorp10rudder0.txt,47,12.0,0,1.2311,0.150269,0.00172,-0.42081,-0.10897,1.2354,0.001722,-0.00391,-0.72528,-0.00215,40.22,348000,0.118,40,78.7,ZERO,2.5150326666599967,2.501275650581797,10,-0.15327,same_delta_e_same_V,-0.04429999999999999,-0.7369072050288002
corr_elevatorp10rudder0.txt,58,-1.979,0,0.0904,0.070412,0.00728,-0.19,0.073494,0.088,0.007282,-0.00133,-0.21004,0.00099,20.11,174500,0.059,20,27.6,BRK,3.585744037430104,3.566130320666439,10,0.019689583333333333,same_delta_e_same_V,-0.053804416666666674,-1.8192748387296167
corr_elevatorp10rudder0.txt,59,-0.004,0,0.2895,0.073151,0.00707,-0.18695,0.073171,0.2895,0.00707,-0.00161,-0.25741,0.0003,20.1,174400,0.059,20,27.6,BRK,3.5839609722697707,3.566130320666439,10,0.019525,same_delta_e_same_V,-0.053646,-1.8121147890866334
corr_elevatorp10rudder0.txt,60,4.0,0,0.6876,0.090638,0.00422,-0.18302,0.042456,0.6922,0.004216,-0.00295,-0.3542,-0.00072,20.14,174800,0.059,20,27.6,BRK,3.5910932329111036,3.566130320666439,10,-0.011087,same_delta_e_same_V,-0.053543,-1.815841251647587
corr_elevatorp10rudder0.txt,61,8.0,0,1.0151,0.121258,0.00167,-0.24278,-0.021196,1.0221,0.001665,-0.00444,-0.49581,-0.00043,20.17,175000,0.059,20,27.6,BRK,3.5964424283921033,3.566130320666439,10,-0.077986,same_delta_e_same_V,-0.05679,-1.9317010227968536
corr_elevatorp10rudder0.txt,62,12.0,0,1.2371,0.183262,0.00721,-0.35751,-0.077961,1.2482,0.007208,-0.00176,-0.6659,-0.002,20.12,174700,0.059,20,27.6,BRK,3.587527102590437,3.566130320666439,10,-0.139884,same_delta_e_same_V,-0.061923000000000006,-2.0958692505952765
corr_elevatorp10rudder0.txt,63,8.004,0,1.0322,0.096786,0.00243,-0.2454,-0.047881,1.0356,0.002427,-0.00366,-0.50175,-0.00191,40.22,348800,0.118,40,78.7,REPLICATE,2.5150326666599967,2.501275650581797,10,-0.095344983,same_delta_e_same_V,-0.047463982999999994,-0.7895383984664671
corr_elevator0rudder0.txt,64,7.996,0,0.9871,-0.005884,-0.00522,-0.10801,-0.143137,0.9767,-0.005216,-0.00758,-0.35106,-0.00058,40.22,348500,0.118,40,123.0,MANDATORY,1.609211958261315,1.60040970488445,0,-0.025083359000000013,same_delta_e_same_V,0.11805364099999997,0.803947528653257
corr_elevator0rudder0.txt,65,-1.996,0,0.0069,0.066773,0.00191,0.05798,0.066972,0.0046,0.001905,-0.00059,0.05623,0.00198,40.23,348500,0.118,40,39.4,CAL,5.024931052400176,4.996202885806787,0,0.068486,same_delta_e_same_V,0.0015140000000000015,0.10053282937930283
corr_elevator0rudder0.txt,66,-0.004,0,0.2127,0.067345,0.00275,0.05088,0.06736,0.2127,0.002745,-0.00082,-0.00282,0.00137,40.2,348100,0.118,40,39.4,CAL,5.021183900235822,4.996202885806787,0,0.06892615006242196,same_delta_e_same_V,0.0015661500624219588,0.10384066086918141
corr_elevator0rudder0.txt,67,4.0,0,0.6075,0.078398,0.00655,0.05228,0.035831,0.6115,0.006547,-0.00128,-0.10114,-0.00025,40.16,347600,0.118,40,39.4,CAL,5.016187697350015,4.996202885806787,0,0.037495,same_delta_e_same_V,0.0016639999999999988,0.11010896879710677
corr_elevator0rudder0.txt,68,8.0,0,0.9459,0.10578,-0.00232,-0.00341,-0.026894,0.9514,-0.002321,-0.00304,-0.24123,-0.0005,40.14,347400,0.118,40,39.4,CAL,5.0136895959071115,4.996202885806787,0,-0.025146,same_delta_e_same_V,0.0017479999999999996,0.11555217639994739
corr_elevator0rudder0.txt,69,12.0,0,1.1252,0.161352,-0.00058,-0.1298,-0.076119,1.1342,-0.000583,-0.00286,-0.41199,-0.00154,40.23,348300,0.118,40,39.4,CAL,5.024931052400176,4.996202885806787,0,-0.072852,same_delta_e_same_V,0.003267000000000006,0.21693576854833724
corr_elevator0rudder0.txt,70,-1.996,0,0.0,0.048949,0.00226,0.05817,0.04892,-0.0017,0.002256,-0.0012,0.05799,0.00174,40.27,348300,0.118,40,78.7,CAL,2.518159261223224,2.501275650581797,0,0.068486,same_delta_e_same_V,0.019566000000000007,0.3262798488670663
corr_elevator0rudder0.txt,71,-0.004,0,0.2089,0.0497,0.00297,0.04755,0.049715,0.2089,0.002974,-0.0016,-0.00518,0.00118,40.23,347800,0.118,40,78.7,CAL,2.5156579855726418,2.501275650581797,0,0.06892615006242196,same_delta_e_same_V,0.01921115006242196,0.31972630862621154
corr_elevator0rudder0.txt,72,4.0,0,0.6115,0.060918,0.00744,0.04215,0.018113,0.6143,0.007435,-0.00198,-0.11185,-0.00053,40.21,347700,0.118,40,78.7,CAL,2.514407347747351,2.501275650581797,0,0.037495,same_delta_e_same_V,0.019382,0.32224907507345457
corr_elevator0rudder0.txt,73,8.0,0,0.9577,0.086216,0.00076,-0.01929,-0.047915,0.9604,0.000756,-0.00334,-0.2592,-0.0013,40.18,347400,0.118,40,78.7,CAL,2.5125313910094147,2.501275650581797,0,-0.025146,same_delta_e_same_V,0.022768999999999998,0.3779973594147026
corr_elevator0rudder0.txt,74,12.0,0,1.1492,0.135927,0.00148,-0.16438,-0.105967,1.1523,0.001476,-0.00354,-0.45075,-0.00202,40.16,347400,0.118,40,78.7,CAL,2.5112807531841237,2.501275650581797,0,-0.072852,same_delta_e_same_V,0.033115000000000006,0.5492083249906192
corr_elevator0rudder0.txt,75,11.996,0,1.1593,0.169725,0.00549,-0.11314,-0.074941,1.1693,0.005486,-0.00128,-0.4043,-0.0014,20.11,174300,0.059,20,27.6,CAL,3.585744037430104,3.566130320666439,0,-0.072804294,same_delta_e_any_V,0.0021367059999999882,0.07224788789450524
corr_elevator0rudder0.txt,76,8.004,0,0.939,0.111676,0.00089,0.00956,-0.020153,0.9454,0.000886,-0.00325,-0.22687,-0.00034,20.11,174300,0.059,20,27.6,CAL,3.585744037430104,3.566130320666439,0,-0.025193705999999996,same_delta_e_any_V,-0.0050407059999999955,-0.17044008955708534
corr_elevator0rudder0.txt,77,4.0,0,0.6031,0.085773,0.00114,0.06402,0.043494,0.6076,0.001141,-0.0018,-0.08854,0.00016,20.13,174500,0.059,20,27.6,CAL,3.58931016775077,3.566130320666439,0,0.037495,same_delta_e_any_V,-0.005998999999999997,-0.20324630381389158
corr_elevator0rudder0.txt,78,0.0,0,0.2056,0.072011,0.00464,0.05422,0.07201,0.2056,0.004638,-0.00089,0.00228,0.00102,20.14,174700,0.059,20,27.6,CAL,3.5910932329111036,3.566130320666439,0,0.06889475031210986,same_delta_e_any_V,-0.003115249687890148,-0.10564964407024637
corr_elevator0rudder0.txt,79,-2.0,0,0.0036,0.070046,0.00495,0.06202,0.070129,0.0011,0.004946,-0.00089,0.0611,0.00172,20.16,174800,0.059,20,27.6,CAL,3.59465936323177,3.566130320666439,0,0.068486,same_delta_e_any_V,-0.0016429999999999917,-0.055830930191931256
corr_elevator0rudder0.txt,80,-2.0,0,-0.0001,0.016545,0.01048,0.04108,0.016533,-0.0006,0.010481,-0.00227,0.04082,-0.00025,20.15,174800,0.059,20,27.6,BRK,3.5928762980714364,3.566130320666439,0,0.068486,same_delta_e_any_V,0.051953000000000006,1.7636685734248954
corr_elevator0rudder0.txt,81,-0.005,0,0.2083,0.017162,0.00932,0.02893,0.017178,0.2083,0.009319,-0.00299,-0.02344,-0.0005,20.14,174700,0.059,20,27.6,BRK,3.5910932329111036,3.566130320666439,0,0.068934,same_delta_e_any_V,0.051755999999999996,1.7552374693288106
corr_elevator0rudder0.txt,82,4.0,0,0.6168,0.029608,0.00236,0.02449,-0.013491,0.6174,0.002362,-0.00475,-0.1301,-0.00031,20.06,174000,0.059,20,27.6,BRK,3.5768287116284374,3.566130320666439,0,0.037495,same_delta_e_any_V,0.050986000000000004,1.7154143693100978
corr_elevator0rudder0.txt,83,8.0,0,0.9603,0.056244,0.00119,-0.03966,-0.077952,0.9588,0.001194,-0.00571,-0.27895,-0.00059,20.1,174400,0.059,20,27.6,BRK,3.5839609722697707,3.566130320666439,0,-0.025146,same_delta_e_any_V,0.05280599999999999,1.7837403264457508
corr_elevator0rudder0.txt,84,12.0,0,1.1987,0.113267,0.00281,-0.1874,-0.138428,1.196,0.002814,-0.0042,-0.48448,-0.0009,20.05,174000,0.059,20,27.6,BRK,3.5750456464681046,3.566130320666439,0,-0.072852,same_delta_e_any_V,0.065576,2.2040930271913397
corr_elevator0rudder0.txt,85,-1.996,0,0.0087,0.071353,0.00552,0.06131,0.071614,0.0062,0.005523,-0.00116,0.05913,0.00187,20.06,174200,0.059,20,22.0,BRK,4.487294201861131,4.473872584108805,0,0.068486,same_delta_e_any_V,-0.003127999999999992,-0.16563711170642917
corr_elevator0rudder0.txt,86,-0.004,0,0.2078,0.072472,0.00429,0.05778,0.072486,0.2078,0.004295,-0.00153,0.00525,0.00104,20.1,174600,0.059,20,22.0,BRK,4.4962419470293495,4.473872584108805,0,0.06892615006242196,same_delta_e_any_V,-0.003559849937578033,-0.18925739282141177
corr_elevator0rudder0.txt,87,4.0,0,0.6061,0.085335,0.00258,0.06508,0.042851,0.6105,0.002578,-0.00225,-0.08822,-0.00029,20.1,174600,0.059,20,22.0,BRK,4.4962419470293495,4.473872584108805,0,0.037495,same_delta_e_any_V,-0.005356,-0.2847486870868307
corr_elevator0rudder0.txt,88,8.0,0,0.9383,0.112004,0.00244,0.00886,-0.019669,0.9447,0.002436,-0.0034,-0.22741,-0.00081,20.11,174700,0.059,20,22.0,BRK,4.498478883321403,4.473872584108805,0,-0.025146,same_delta_e_any_V,-0.005477000000000003,-0.2914713881083748
corr_elevator0rudder0.txt,89,12.0,0,1.1565,0.171837,0.00599,-0.10781,-0.07237,1.167,0.005989,-0.00146,-0.39844,-0.00175,20.09,174600,0.059,20,22.0,BRK,4.494005010737294,4.473872584108805,0,-0.072852,same_delta_e_any_V,-0.0004819999999999963,-0.02559976383691401
